point_id,lon,lat,highway,itinerary_id,osrm_travel_distance
8,78.4696126,17.39092575,residential,2,368.4
195,78.46462195000001,17.39201395,residential,2,793.8
110,78.46335965,17.393798349999997,secondary,2,261.7
458,78.46200585,17.393997849999998,residential,2,187.1
54,78.4596593,17.3931039,residential,2,447.3
438,78.459881,17.392147350000002,residential,2,159.0
594,78.46155565000001,17.390634849999998,residential,2,385.9
616,78.45993415000001,17.3880268,residential,2,420.1
78,78.4591088,17.38511615,residential,2,598.5
998,78.46134725,17.383058,residential,2,541.2
851,78.46237295,17.383791549999998,tertiary,2,302.5
423,78.46312825,17.3848945,residential,2,180.0
538,78.461893,17.3863266,residential,2,285.4
548,78.46351955,17.38183025,residential,2,658.5
882,78.46587980000001,17.383047,secondary,2,346.0
821,78.46781145,17.38157005,residential,2,318.1
14,78.47015095,17.3814323,residential,2,294.0
901,78.4719401,17.3825076,residential,2,280.9
489,78.47299799999999,17.3804004,residential,2,550.1
212,78.4735638,17.38019295,residential,2,105.6
656,78.4752776,17.384022,primary,2,637.5
66,78.47612459999999,17.386339749999998,primary,2,279.2
838,78.4723415,17.385796550000002,residential,2,1243.6
539,78.47003434999999,17.3894905,residential,2,642.9
583,78.46638865,17.38749895,residential,2,776.1
392,78.46729065,17.38595855,residential,2,299.5
370,78.4615957,17.379687150000002,residential,2,1207.3
918,78.46050930000001,17.38054355,residential,2,324.7
941,78.46186635000001,17.37635995,residential,2,612.8
496,78.46209095,17.37515325,residential,2,142.8
118,78.45985974999999,17.3766843,residential,2,308.0
777,78.45825115,17.3773933,residential,2,217.2
671,78.4575963,17.37910325,residential,2,368.1
471,78.45532625,17.3747906,residential,2,672.9
297,78.45270715,17.374959099999998,tertiary,2,351.6
630,78.45038925,17.374967599999998,residential,2,259.7
143,78.4525323,17.37695515,residential,2,449.8
380,78.44987455,17.37858135,residential,2,430.9
145,78.44940405,17.382648449999998,residential,2,603.3
865,78.44919095,17.38834925,residential,2,886.5
698,78.44822744999999,17.389126750000003,residential,2,235.7
878,78.44517095,17.39008175,residential,2,436.6
172,78.44526385,17.3888302,residential,2,158.5
491,78.44340995,17.390704900000003,residential,2,401.8
839,78.44337245,17.39174485,residential,2,249.1
22,78.44529865,17.391467499999997,residential,2,229.7
795,78.44616385,17.392724100000002,secondary,2,257.0
705,78.4449649,17.39457905,residential,2,293.3
298,78.4444209,17.395505149999998,tertiary,2,148.5
472,78.44429235,17.395567550000003,tertiary,2,15.4
875,78.44444455,17.396559449999998,residential,2,206.1
585,78.4470707,17.3957835,residential,2,303.2
97,78.44680075,17.395415749999998,residential,2,88.3
177,78.4466749,17.39512515,residential,2,62.3
301,78.44758035,17.3973503,residential,2,288.1
847,78.4496743,17.3935904,tertiary,2,599.9
17,78.450027,17.39874255,tertiary,2,647.6
712,78.4448299,17.4004381,residential,2,1559.8
922,78.4469416,17.40097885,residential,2,348.8
254,78.44439245000001,17.40392155,residential,2,605.6
905,78.4437648,17.40453315,residential,2,131.1
724,78.44655085,17.405490649999997,tertiary,2,385.9
441,78.4377676,17.40418905,residential,2,1353.7
165,78.43216525,17.40819875,tertiary,2,947.4
