lon,lat,highway,point_id,osrm_travel_distance,itinerary_id
77.10012275,28.85417375,residential,58,1148.3,20
77.10336975,28.85373365,residential,501,493.0,20
77.1023521,28.856842649999997,residential,148,463.2,20
77.09513949999999,28.86151075,residential,905,1433.2,20
77.1012475,28.84241035,tertiary,662,2458.4,20
77.1074412,28.8333458,residential,502,1360.0,20
77.1103608,28.8303002,residential,645,747.1,20
77.11780205,28.818932500000003,residential,754,1737.8,20
77.1208799,28.8363984,residential,274,3781.5,20
77.13469979999999,28.8251083,tertiary,293,2752.6,20
77.1351985,28.82337055,residential,747,311.3,20
77.1398155,28.81355885,residential,720,2003.3,20
77.13157715,28.79945555,residential,100,3233.4,21
77.1308941,28.79857195,residential,604,131.6,21
77.1314274,28.79838,residential,195,84.0,21
77.11375845,28.78552755,tertiary,712,3652.5,21
77.12024375,28.7726038,residential,440,2073.4,21
77.1322054,28.7565096,residential,697,2324.6,21
77.13579405,28.76075285,residential,679,1090.4,21
77.14338125,28.74714795,residential,179,2729.6,21
77.13689625,28.74398275,residential,424,1408.5,21
77.1400251,28.74282375,secondary,998,648.5,21
77.14503875,28.73103855,residential,632,2300.8,21
77.1374912,28.7302527,tertiary,391,1291.6,22
77.13008395,28.7273233,residential,651,1282.2,22
77.12689985,28.7321639,residential,561,806.1,22
77.1255678,28.7344895,residential,611,392.1,22
77.13024659999999,28.7397272,residential,439,1013.4,22
77.13037485000001,28.74027785,residential,567,296.3,22
77.11331435,28.7459981,residential,27,2112.0,22
77.11372539999999,28.74235895,residential,846,611.0,22
77.11022315,28.7440341,residential,533,408.9,22
77.09070675,28.74471335,residential,657,2342.1,22
77.0907459,28.74277345,residential,724,301.1,22
77.09503185,28.73703265,residential,390,1101.5,22
77.09494175,28.7269259,residential,980,2116.6,22
77.0917832,28.72258585,residential,19,712.9,22
77.08855575000001,28.7205613,residential,749,539.7,22
77.09580005000001,28.71973465,residential,371,768.4,22
77.081512,28.7211608,residential,79,1526.3,22
77.08508334999999,28.72156865,residential,760,492.4,22
77.07723325,28.7176453,residential,325,1396.6,22
77.07816185,28.71713155,residential,156,143.6,22
77.07585639999999,28.71132815,residential,414,914.7,23
77.0788556,28.71024405,residential,354,469.9,23
77.08499950000001,28.71009055,residential,526,775.9,23
77.0871815,28.7095919,residential,228,271.2,23
77.08644855,28.70426015,residential,993,900.6,23
77.08553595000001,28.70259885,residential,400,248.6,23
77.08407065,28.7034631,residential,838,208.8,23
77.08458835,28.69841825,residential,854,839.2,23
77.08008455000001,28.6957834,residential,954,780.4,23
77.0790133,28.6876525,residential,606,1354.7,23
77.0724348,28.690590299999997,residential,925,1446.3,23
77.06975695,28.691381,tertiary,66,303.8,23
77.0658712,28.69256675,tertiary,43,401.9,23
77.06123819999999,28.69256705,residential,700,686.9,23
77.05536025,28.69401655,residential,696,754.2,23
77.05531289999999,28.69650625,residential,556,386.0,23
77.04727994999999,28.6966927,residential,559,1103.3,23
77.0510267,28.70715535,residential,444,1352.3,23
77.05811875,28.704141900000003,residential,159,954.1,23
77.06244910000001,28.70344275,residential,393,579.5,23
77.06662825000001,28.70234625,residential,96,525.4,23
77.0734955,28.7046127,tertiary,52,981.3,23
77.07281,28.7087611,residential,596,687.8,23
77.07076675,28.7090531,residential,237,291.1,23
77.07215105,28.71317325,residential,877,612.0,23
77.0640899,28.71048,residential,417,1157.6,23
77.06494375,28.7090134,residential,89,241.6,23
77.0618632,28.71185865,residential,266,577.4,23
77.07560205,28.73036775,residential,738,2557.7,24
77.075051,28.7303209,residential,411,168.4,24
77.07119660000001,28.73156265,residential,658,512.3,24
77.0754889,28.7353855,residential,996,862.3,24
77.08080534999999,28.73416835,residential,940,1336.2,24
77.06684725,28.72792315,residential,250,2570.8,24
77.066025,28.739675,residential,361,1497.0,24
77.06464495,28.74276535,residential,588,656.5,24
77.0628074,28.7435692,residential,602,203.4,24
77.05084174999999,28.7682665,residential,634,3984.9,24
77.0493404,28.77104885,primary,405,593.3,24
77.05213789999999,28.7775866,residential,210,1029.8,24
77.053045,28.78602845,residential,339,1564.6,24
77.0475579,28.7924521,residential,365,1283.6,24
77.04480559999999,28.7909505,residential,468,389.9,24
77.04931915,28.79610735,residential,88,953.0,25
77.04426595,28.80076985,residential,9,1170.5,25
