osm_id,name,ref,type,oneway,bridge,maxspeed,start_lat,start_long,end_lat,end_long,LENGTH_M,SEGMENT_PART,travel_distance,itinerary_id
1335917535,,,residential,0,0,,72.8723111,19.0419012,72.8722087,19.0421041,13.183226749792993,,13.183226749792993,8
215382438,,,residential,0,0,,72.8727596,19.0423687,72.8756323,19.0432529,320.73903116980483,,320.73903116980483,8
1192090161,,,footway,0,0,,72.8731214,19.04452,72.8731974,19.0445175,8.451210927247805,,8.451210927247805,8
1192090156,,,service,0,0,,72.873184,19.0449598,72.8732459,19.0449747,6.900237255457123,,6.900237255457123,8
1192090160,,,service,0,0,,72.8732518,19.044305,72.8732359,19.0443671,2.694606735236906,,2.694606735236906,8
438534184,,,service,0,0,,72.8738981,19.0454409,72.8741728,19.0446328,40.41242578078789,,40.41242578078789,8
1188072956,,,service,0,0,,72.8734709,19.0385225,72.8734094,19.0398706,44.67015948847085,,44.67015948847085,8
1188072577,,,service,0,0,,72.8728044,19.0379579,72.8728367,19.037234,23.975519166727914,,23.975519166727914,8
1188072551,,,service,0,0,,72.8724985,19.0378476,72.8725297,19.0372214,20.797431297809958,,20.797431297809958,8
1188069375,,,service,0,0,,72.8721596,19.0383244,72.8737406,19.0383896,175.8121432904189,,175.8121432904189,8
1188069381,,,service,0,0,,72.8721175,19.0389347,72.8737252,19.0390045,178.7826949074981,,178.7826949074981,8
1188072171,,,service,0,0,,72.8714207,19.0390302,72.871386,19.0398232,26.254895349478065,,26.254895349478065,8
1188072180,,,service,0,0,,72.8714679,19.0373473,72.8716504,19.0373552,20.294723195633697,,20.294723195633697,8
1188072181,,,service,0,0,,72.8714907,19.0372691,72.8716533,19.0372746,18.081192218144377,,18.081192218144377,8
699851669,,,residential,0,1,,72.871916,19.0365132,72.8719194,19.0365919,2.604839849713296,,2.604839849713296,8
376503108,,,residential,0,1,,72.872777,19.0363672,72.8728214,19.0364756,6.080693132560619,,6.080693132560619,8
518301007,,,residential,0,0,,72.8728214,19.0364756,72.8728341,19.036633,5.344206018851482,,5.344206018851482,8
